start_x,start_y,end_x,end_y
160.82839051887498,12.542209074437208,143.08337280100682,58.79663570116521
191.04543073920726,30.09553724723452,172.6183822399252,64.89095605551694
220.54857838510168,47.23415932877161,202.20680705339598,91.82818172646975
249.36283719336438,63.97260019622029,227.21836867669177,105.80183801642474
277.51205671756685,80.32471425218158,243.95118204012965,124.92316696240262
43.510291947481505,95.06154010528732,16.673932625235636,117.9717010432275
69.43244933252636,108.64335754042607,38.08194487592039,128.89213165709384
94.85146051257989,121.96155340279738,56.295956749626136,144.88294072003742
119.78183370440462,135.0237292183253,94.04981028114611,157.44187198828348
144.2375246426179,147.83719704198032,118.85542219220049,170.09545049604537
168.23196263027697,160.4089931068849,155.1870758589719,188.62857250237778
191.7780751292322,172.74589070833812,170.6737036612739,209.17631626668103
214.8883109848596,184.8544123723264,196.32272367220426,203.09454338793495
237.5746623728386,196.74084135445673,223.44088283537354,223.44548845374914
259.8486855492717,208.41123251190322,236.09336748086514,229.89964118152884
281.72152047958247,219.87142258789586,248.56367827150882,248.51748375812016
29.121746098090377,184.73395994840607,4.6644862283129385,198.14422750110927
50.66896992729941,195.23594113460126,29.48621007886673,210.00791687181808
71.86984833892745,205.56911574561104,54.210558275831424,207.25530167939863
92.73266537705737,215.73752137234723,51.61302119004077,242.81578471312588
113.26544298682657,225.74506786034598,86.96430522538175,237.47991158676558
133.47595129876876,235.59554232229203,98.5076086678927,247.55916657768515
153.3717184326777,245.29261391635922,156.00110155500994,246.574158689872
172.9600398469782,254.83983840303594,158.59672369490946,288.9652804485079
192.24798725799832,264.24066249232135,181.3382454164475,278.06964358994463
211.24241715205002,273.49842799246085,204.02708268576606,306.2731354880043
229.94997891184178,282.6163757707074,214.80910171922972,302.94130460571955
248.3771225774582,291.59764953597477,274.643814630214,299.5128897534687
266.53010626093374,300.4452994526539,287.9603340590229,310.8902575101426
284.41500323232793,309.1622855943212,282.2193859879829,312.8488055507933
37.4474956191289,256.2524293105397,17.9959979051879,262.03669906190913
55.62956210330562,264.6516001966615,22.21565032666922,280.8558058184315
73.56393703063874,272.9363504411697,39.67875633326107,275.4190341452587
91.25564755627232,281.1090023287818,69.99663409123778,271.2884416615671
108.70958570781576,289.1718157223085,91.34005481189577,277.3732130742948
125.93051289524247,297.1269901459932,114.27202990410916,319.148988880881
159.69175274115383,312.7229304116353,154.12678988172902,310.1522064473429
176.24097325775725,320.36781122163734,179.52485986284924,321.88479636690766
192.57500636262617,327.9132866177788,220.91589195219692,347.96459480162383
208.6980220268201,335.36128291022624,222.90281056488044,361.9874540603594
224.6140831701646,342.71367695703344,234.46540298741417,343.6977073526473
240.32714907460982,349.9722977409353,271.1281916973833,349.70176742093827
255.8410786678137,357.138927886193,265.3766716173708,364.9950912081952
27.62863290680892,301.5660234395395,13.849259788716171,301.1584016082059
43.54379619841511,308.6198570238411,14.457068187209055,304.20242274197165
59.269716425241036,315.5898153087513,33.66003663562023,315.36178041858227
74.80974899817711,322.4773854615459,46.937280120061686,321.1908261723939
90.16717046916955,329.2840196980601,60.05830019436532,339.70681817803677
105.34518083436926,336.0111363034794,95.03528478236561,336.9682400005087
120.34690575703054,342.66012061756015,114.0968638425807,342.65691031327447
149.83364306471287,355.72907467737207,179.85753192861876,374.38195698710706
164.3245540581818,362.15165877280305,238.41033122067105,355.996780583461
192.81570792230963,374.7793556616111,221.14933885719662,370.3922799882731
206.82145778865774,380.9869092361747,230.76392857733399,383.38775055813534
220.6708918372343,387.12518134972214,299.2184264968021,380.5800272555075
234.36661246738137,393.19532542377607,271.6887371455936,396.0326794365148
20.04861415556535,336.54745695658886,3.481684520765296,344.52817338955185
34.19914851237181,342.6158712320263,8.027420406515018,346.45206012002603
48.20040308364161,348.62026731855707,32.4428782702037,352.6811752205939
62.05472769518131,354.56165293193993,29.422724561683967,382.8481026289885
75.76442311181127,360.44101474827715,60.188795620128026,364.4669207936353
89.33174231112065,366.2593189502598,78.59165310770275,368.1286116735612
102.75889171774341,372.01751175648326,80.40278058094053,373.05329697146533
116.04803239957532,377.716519934442,115.66792301342508,373.1301715451131
129.2012812272942,383.35725129778547,120.44744448495751,379.60319463020153
155.10835652766005,394.4674229438443,161.67102210281934,395.1266820087548
26.758050569194804,369.68673360156913,13.446091605869169,371.1964056580313
39.375274067945035,374.9541501383552,13.75563062409882,388.92078903574594
51.873450320129926,380.17186703755635,29.344717058028476,386.0556724526643
64.25425628358161,385.34058439261366,54.55886183543113,383.0686566785403
76.51933756673385,390.4609892092758,49.04286831402275,394.16597089260176
88.67030915777957,395.53375571000663,78.98643823827352,393.2501715198733
9.110891807794427,387.0245361951758,0.840865724924821,386.6029338909067
20.692624612798486,391.7528739120611,8.236444893624585,391.0600679789464
32.17466785265105,396.4405125436869,2.3924479472159454,391.52890250299055
