start_x,start_y,end_x,end_y
15,0,12,0
30,0,25,0
45,0,38,4
60,0,55,3
75,0,73,2
105,0,96,-1
120,0,119,4
135,0,134,6
150,0,153,-3
15,15,12,14
30,15,27,15
45,15,39,18
60,15,55,19
75,15,69,19
90,15,82,21
105,15,98,22
120,15,116,21
135,15,134,21
150,15,146,19
225,15,226,16
270,15,272,14
60,30,56,32
75,30,71,33
90,30,83,36
105,30,100,35
120,30,118,34
135,30,132,34
150,30,146,35
225,30,224,32
240,30,240,32
270,30,273,30
330,30,330,32
345,30,345,32
405,30,403,32
60,45,55,46
75,45,72,49
90,45,84,51
105,45,101,52
120,45,116,53
135,45,135,49
150,45,151,52
165,45,162,45
195,45,193,46
225,45,221,48
240,45,238,48
300,45,300,47
315,45,311,45
360,45,356,45
375,45,372,45
390,45,386,46
405,45,401,48
420,45,411,48
0,60,0,56
15,60,10,58
30,60,28,61
45,60,45,65
75,60,71,61
90,60,85,63
105,60,102,65
120,60,116,68
135,60,135,68
150,60,146,65
165,60,162,61
180,60,178,61
195,60,190,60
225,60,221,60
240,60,240,62
270,60,269,62
300,60,298,61
315,60,310,60
345,60,341,60
375,60,372,60
390,60,385,61
405,60,383,61
420,60,362,61
435,60,422,54
450,60,449,57
465,60,462,59
45,75,45,77
60,75,59,76
75,75,75,71
90,75,89,81
105,75,101,80
120,75,118,78
135,75,132,77
150,75,143,80
165,75,160,79
180,75,175,79
195,75,191,76
210,75,208,78
225,75,223,79
255,75,252,75
270,75,269,77
285,75,282,78
315,75,311,75
330,75,326,74
345,75,339,74
360,75,357,74
375,75,372,75
405,75,401,75
420,75,423,76
435,75,437,76
450,75,446,75
465,75,462,79
0,90,-1,101
15,90,10,99
30,90,31,99
45,90,41,98
60,90,58,98
75,90,71,91
90,90,84,94
105,90,100,95
120,90,115,95
135,90,130,96
150,90,145,95
165,90,162,95
180,90,177,92
195,90,198,97
210,90,210,94
225,90,224,95
240,90,239,93
255,90,250,94
270,90,265,95
285,90,286,91
315,90,313,91
330,90,327,93
360,90,356,90
375,90,371,90
390,90,386,92
405,90,399,94
420,90,415,91
435,90,432,90
450,90,445,90
465,90,461,91
0,105,-1,114
15,105,9,115
30,105,24,114
45,105,41,115
60,105,55,112
75,105,71,110
90,105,89,110
105,105,100,105
120,105,113,107
135,105,129,109
150,105,143,110
165,105,159,109
180,105,177,110
195,105,199,110
210,105,212,109
225,105,231,110
240,105,245,110
255,105,258,111
270,105,270,109
285,105,287,108
300,105,300,110
315,105,313,110
330,105,328,110
360,105,355,107
375,105,369,110
390,105,387,107
420,105,417,106
435,105,431,105
450,105,442,104
465,105,462,104
0,120,-6,133
15,120,13,124
30,120,24,126
45,120,42,124
60,120,55,125
75,120,69,125
90,120,84,125
105,120,100,125
120,120,115,125
135,120,131,124
150,120,145,124
165,120,157,125
180,120,170,125
195,120,183,126
210,120,205,125
225,120,221,125
240,120,245,125
255,120,261,127
270,120,270,124
285,120,292,125
300,120,301,125
315,120,317,127
330,120,329,125
345,120,355,124
360,120,369,125
375,120,375,128
390,120,394,122
405,120,409,119
420,120,426,119
435,120,439,121
450,120,455,121
