start_x,start_y,end_x,end_y
120,0,119,-3
135,0,131,0
240,0,242,0
270,0,269,2
285,0,287,0
360,0,359,-3
90,15,90,12
105,15,105,12
120,15,118,11
270,15,270,17
315,15,313,11
330,15,330,12
90,30,90,27
270,30,266,31
330,30,331,27
360,30,358,28
375,30,369,29
390,30,386,29
405,30,405,35
90,45,89,42
195,45,197,45
300,45,299,48
315,45,312,46
330,45,330,48
345,45,344,42
360,45,354,43
375,45,371,45
390,45,387,46
405,45,405,50
420,45,420,47
135,60,133,64
195,60,192,59
285,60,288,64
300,60,298,65
315,60,311,63
330,60,330,63
345,60,349,62
360,60,360,65
375,60,375,65
390,60,387,65
405,60,399,66
420,60,431,68
435,60,440,69
450,60,450,65
465,60,464,67
45,75,47,75
75,75,74,77
90,75,82,76
105,75,99,75
120,75,117,75
195,75,193,76
210,75,210,78
225,75,224,79
240,75,239,79
255,75,253,80
270,75,269,80
285,75,283,80
300,75,299,78
315,75,309,78
330,75,330,81
345,75,345,81
360,75,360,80
375,75,372,84
390,75,389,85
405,75,402,85
420,75,418,87
435,75,434,85
450,75,441,92
465,75,460,89
0,90,-8,91
15,90,11,89
45,90,42,89
90,90,80,87
105,90,97,88
120,90,114,90
135,90,131,91
150,90,144,90
165,90,162,90
180,90,180,95
195,90,197,94
210,90,210,94
225,90,225,96
240,90,238,97
255,90,253,96
270,90,264,94
285,90,284,96
300,90,299,96
315,90,314,96
330,90,327,99
345,90,345,100
360,90,358,101
375,90,371,100
390,90,387,99
405,90,400,101
420,90,415,104
435,90,430,106
450,90,445,105
465,90,460,106
0,105,-8,103
15,105,10,105
45,105,42,106
75,105,68,106
105,105,101,104
120,105,112,111
135,105,130,110
150,105,151,107
165,105,160,110
180,105,174,109
195,105,198,112
210,105,216,110
225,105,231,113
240,105,243,108
255,105,256,112
270,105,270,114
285,105,285,115
300,105,298,114
315,105,310,117
330,105,325,117
345,105,344,115
360,105,357,116
375,105,369,120
390,105,387,119
405,105,403,117
420,105,414,120
435,105,430,119
450,105,445,118
465,105,462,126
0,120,-4,129
15,120,10,126
30,120,23,126
45,120,41,124
60,120,55,125
75,120,68,125
90,120,84,127
105,120,99,126
120,120,118,126
135,120,129,127
150,120,144,124
165,120,158,124
180,120,170,127
195,120,185,137
210,120,204,130
225,120,225,125
240,120,243,126
255,120,261,128
270,120,269,131
285,120,288,136
300,120,301,131
315,120,318,135
330,120,326,140
345,120,346,138
360,120,361,130
375,120,374,130
390,120,395,133
405,120,401,131
420,120,419,135
435,120,435,133
450,120,447,134
465,120,464,132
0,135,-7,141
15,135,7,142
30,135,21,141
45,135,34,142
60,135,52,144
75,135,70,146
90,135,83,145
105,135,99,147
120,135,116,145
135,135,124,149
150,135,144,140
165,135,152,143
180,135,167,143
195,135,184,146
210,135,197,146
225,135,204,152
240,135,228,150
255,135,235,153
270,135,279,151
285,135,286,151
300,135,314,146
315,135,328,146
330,135,336,144
345,135,360,149
360,135,371,150
375,135,374,149
390,135,406,146
405,135,419,153
420,135,439,148
435,135,454,152
450,135,462,150
465,135,480,153
0,150,-10,157
15,150,7,157
30,150,22,153
45,150,37,152
60,150,49,153
75,150,72,156
90,150,85,156
105,150,100,155
120,150,117,158
135,150,128,160
150,150,144,163
165,150,147,155
180,150,164,161
195,150,174,161
210,150,181,160
225,150,201,162
240,150,221,162
255,150,226,165
270,150,256,163
285,150,266,162
300,150,286,163
315,150,312,160
330,150,356,165
345,150,374,164
360,150,362,165
375,150,374,162
390,150,402,161
405,150,422,160
420,150,439,167
435,150,437,168
450,150,455,169
465,150,485,171
0,165,3,166
15,165,10,169
30,165,26,175
45,165,43,174
60,165,51,178
75,165,68,178
90,165,84,175
105,165,103,179
120,165,113,178
135,165,124,181
150,165,132,174
165,165,144,178
180,165,165,180
195,165,176,182
210,165,190,183
225,165,204,182
240,165,219,178
255,165,228,174
270,165,245,178
285,165,255,182
300,165,282,181
315,165,302,176
330,165,346,193
345,165,380,175
360,165,365,180
375,165,375,180
390,165,408,177
405,165,425,184
420,165,441,182
435,165,455,190
450,165,471,189
465,165,487,186
0,180,-4,192
15,180,10,190
30,180,23,196
45,180,36,190
60,180,54,188
75,180,66,192
90,180,76,187
105,180,95,198
120,180,108,194
135,180,99,197
150,180,123,202
165,180,146,198
180,180,165,198
195,180,180,195
210,180,192,197
225,180,203,195
240,180,218,196
255,180,244,199
270,180,248,207
285,180,262,195
300,180,285,208
315,180,293,207
330,180,303,216
345,180,326,193
360,180,346,205
375,180,372,201
390,180,392,195
405,180,420,184
420,180,431,201
435,180,453,199
450,180,454,194
465,180,489,198
0,195,-16,210
15,195,2,203
30,195,14,203
45,195,27,202
60,195,45,209
75,195,57,206
90,195,64,212
105,195,86,221
120,195,116,211
135,195,96,218
150,195,116,214
165,195,128,210
180,195,149,210
195,195,171,211
210,195,185,210
225,195,206,210
240,195,213,219
255,195,230,222
270,195,245,222
285,195,264,215
300,195,279,225
315,195,289,217
330,195,306,221
345,195,327,213
360,195,350,219
375,195,365,217
390,195,383,219
405,195,393,216
420,195,426,220
435,195,440,200
450,195,451,204
465,195,487,215
0,210,-19,226
15,210,-2,226
30,210,2,240
45,210,21,221
60,210,27,222
75,210,42,217
90,210,59,228
105,210,79,219
120,210,108,227
135,210,102,231
150,210,107,230
165,210,133,232
180,210,151,227
195,210,168,227
210,210,186,226
225,210,205,227
240,210,219,229
255,210,239,236
270,210,256,227
285,210,281,225
300,210,287,239
315,210,294,233
330,210,306,229
345,210,325,232
360,210,351,235
375,210,376,229
390,210,386,230
405,210,391,225
420,210,412,238
435,210,439,223
