start_x,start_y,end_x,end_y
281.7152759791522,342.67183794593353,292.8548038466237,333.0593456073022
262.7075900199857,352.37708269247906,271.39730278661216,340.0747218451588
243.5120463227658,362.178246812338,246.06916176866966,356.9002582674938
224.12584608901125,372.0767593602788,224.19010208545265,368.04933580127187
204.54613464555928,382.0740779204478,193.91503506377364,359.90646432275656
184.7700000432328,392.1716893218845,186.29512211504834,387.3597666857897
279.75325415051486,287.3749444926943,290.83365837919916,289.03527908243495
261.6872979483854,296.3363563292408,281.3402286607194,297.3855712428291
243.4517655983787,305.38188448278606,251.98293503522663,301.1500950377335
225.0442582516221,314.51271887499485,228.87522152870528,301.88594920440863
206.4623315989265,323.7300719776045,214.10664555739356,312.73636965743174
187.70349478876804,333.035179349147,194.30207642821964,322.52393648597433
168.7652093142182,342.42930018707546,157.20496765691797,333.64824227405745
149.64488786777753,351.91371789581046,131.2018771338141,328.72447254147204
130.3398931630262,361.48974067124675,102.60327260411141,339.1788919514465
91.16507762689105,380.92196178992026,94.08581473201454,386.9949340300211
295.0386881485242,229.08528880232097,292.4566293595394,223.93128744261125
277.9773591364823,237.32377995325535,284.8199944478559,234.0196416635574
260.7642262788959,245.63557340305022,266.51892920321603,242.85677058617668
225.87437218925555,262.48301559070273,234.09752523712768,255.25306472065378
172.34898036025515,288.32909514419373,185.19761393260913,288.788249396153
154.18097967577089,297.10197050247626,144.4233035759582,301.8137094382446
135.84613266491888,305.9554117992257,111.66680123199843,294.5435065872604
117.34213036887017,314.8905339731942,104.69021061507445,304.3764658862065
98.66662102695206,323.9084726310792,83.1943466636761,317.9681127451125
60.7914541472005,342.1974480654526,73.35357970167578,329.3668725817462
41.58686997040725,351.4708637932788,48.64170871902426,351.4997766342073
22.200923333473938,360.8318549392873,2.4466352919525023,360.0797723656698
292.66107480730216,184.13037064054632,293.58867534533846,180.7700335021403
276.3623049850348,191.8056944608881,277.13785807126004,182.68564794060305
259.9251112078538,199.54620410138935,268.78903679929675,198.33236238991893
243.34772252258725,207.35273352922746,250.0190395886654,207.18574938919298
226.62833763731416,215.22613099853083,228.94754679654503,208.20686504958115
192.75621847356953,231.1769963643182,196.16974557732965,229.56951762963
175.59972396018418,239.25623500920327,179.04292208705863,237.63478376536457
158.2937113853902,247.40588384766832,117.30838911519321,239.84369351218416
140.8362176303893,255.62686734043263,119.27598944485057,259.68686905406565
