x_world_start,z_world_start,x_world_end,z_world_end
-16.319254919236947,4.5659742503990595,-16.010882230096453,4.428564133285111
-15.71450936548156,4.884887323471723,-14.852303608308517,4.669854697541365
-15.12576269013707,5.195363374646415,-15.525926766481133,5.393134519322444
-14.552388292953747,5.49773284208839,-14.217225274648216,5.386461683382885
-13.449409375394545,6.079389695865681,-13.509835361705337,6.33879928957812
-12.918705088557878,6.3592570449630115,-12.513286435315557,6.205921416725671
-12.401169888709946,6.632179665033303,-12.53791941498729,6.5600646880888345
-6.679546930562372,9.649482312758126,-6.780901135955796,9.596033087856624
-5.937413911470661,10.040846780471044,-5.668436909569383,9.437309254332812
-5.577871386273773,10.230451831552124,-5.519829369104105,9.881567504519738
-17.607575216355368,5.57955783798642,-16.796166887888734,5.396431332864199
-16.92094101788059,5.9166027481725285,-16.44509999791469,5.686368180429355
-16.25433170487304,6.24381813670245,-15.527917947369204,5.925378276432492
-15.606883863915652,6.5616278232726835,-14.652178326696028,6.262024245079013
-14.977783015384725,6.870431607677983,-14.146455519546668,6.519208483527613
-14.36626019523955,7.170606947692245,-13.749980043556242,6.825183938361405
-13.193081803786669,7.746479525052725,-12.911595273975,7.562390771155504
-11.028195597241323,8.809147068657497,-11.296218671077247,8.996765886129218
-7.732373520478024,10.4269518012496,-7.692628779841719,10.257578045824223
-6.082926080194208,11.236608333944988,-5.955484281667176,10.85599979545112
-5.693581112996777,11.427724272813114,-5.670056398386771,10.914393706759268
-5.312833036446572,11.614620296269935,-5.504033484061617,11.701894827120235
-4.940400225627047,11.797434644218027,-5.199079929750311,11.849975479586709
-18.40709396457408,7.187530044815675,-17.932099990084605,6.979305719074291
-17.640318128382553,7.531416898408253,-16.00731628726113,6.96562956328199
-16.89805649281593,7.864309520149306,-16.073742726002997,7.43766859873359
-16.179151957825955,8.18672685113753,-15.526068922251053,7.8206759457578485
-14.807138791483466,8.802053089382804,-14.367800542721195,8.609971202322711
-10.065174392621868,10.92874923707571,-10.171118374153263,10.881235034428352
-9.036582102001748,11.39005663586883,-8.874077152765896,11.348527925314869
-8.542439236011713,11.61167190775135,-8.462457674542314,11.311663056246426
-8.061038959173494,11.827572329630504,-7.928621597324424,11.555892834829105
-7.591894651154191,12.037976143040877,-7.379808922339899,11.806974400528786
-6.688548273127792,12.443112727921664,-6.447322736919831,11.825361789478045
-6.253489331387305,12.638229792832774,-6.071653488426722,12.10096977525889
-5.828969903562061,12.828620052193111,-5.627587504707005,12.507355930755638
-5.414611585903114,13.014453214108318,-5.2265444829074035,12.692012708321705
-21.21714268658161,8.419378303668523,-20.732294754162268,8.258828406089474
-20.28300870276731,8.79177357321523,-18.502139313554018,8.0404052612788
-19.383131430649307,9.150512303542758,-17.973414096215556,8.42088345744948
-18.515660399152512,9.49633219040647,-17.50449725058265,8.929578552877452
-17.67887605761323,9.829918737753337,-17.086599907038522,9.417959237709466
-16.871178398772333,10.151909793199291,-16.02934981872021,9.548551786147016
-16.09107674789775,10.462899618625686,-14.69891020531196,9.53303607081273
-15.337180580930486,10.763442550552474,-14.645301430382215,10.129299776095033
-14.608191252666938,11.054056297722758,-14.247041453042087,10.590067024012908
-13.220153850154954,11.607401504733357,-12.91046873473396,11.432904900370865
-12.558904194374417,11.871010631548952,-12.436114985906858,11.625396408157739
-10.109723238196127,12.847383847969676,-9.799395454144554,12.42595826924934
-8.455126936548645,13.506993546812929,-8.020740443869057,12.908971722265507
-7.934433698215164,13.714569442990678,-7.716999790685332,13.540400983528436
-7.428097028517318,13.916422050711452,-7.0144523496360245,13.09237014436052
-6.935531242148705,14.112784855151174,-6.449573227454104,13.217587722114297
