x_world_start,z_world_start,x_world_end,z_world_end
-16.940660475799042,4.238275510925885,-16.9001107055018,4.156722822165865
-12.918705088557878,6.3592570449630115,-12.797902052856925,6.329267194581662
-9.54696165150306,8.137348763779816,-9.635715083327502,8.090544567348587
-6.679546930562372,9.649482312758126,-6.756744495350772,9.771193652172451
-10.600734838308437,10.68855883476654,-10.709623304131522,10.639724077413716
-25.338592623311193,6.776350122802364,-25.282898257194102,6.604253803808011
-20.28300870276731,8.79177357321523,-21.191851386003027,9.169413024477588
-19.383131430649307,9.150512303542758,-19.83143330014008,9.327434379233642
-18.515660399152512,9.49633219040647,-19.125586051306033,9.782033851717733
-7.934433698215164,13.714569442990678,-8.08973686657425,13.922419093491566
-5.9895246500231405,14.48991317504066,-6.195835209247137,14.925628934621763
-27.572078556269382,9.236084978247476,-28.653105567338432,9.632773550722115
-22.725155698930237,10.880247230481856,-23.820380012811178,11.44710360149416
-21.640930277538864,11.24803573531959,-22.73662237635879,11.795404586098163
-8.936330550777829,15.557661432963766,-9.208779946828656,15.970245179596231
-7.234648952548851,16.134902031066847,-7.538192059460394,15.875109474838398
-6.701026813570833,16.31591613087571,-8.305345164967951,15.933910437680733
-6.182981044884928,16.491646449445437,-5.9958197858721505,15.965750415217997
-37.84614855372717,10.556460464967751,-35.0903432350819,9.651529442384142
-33.9825653674232,11.588446978406306,-34.942607756736024,12.019966514383052
-30.542429448835854,12.507328157142851,-31.21905225040716,12.648159870372018
-24.68154586018653,14.072805727746294,-24.94695566530526,14.00191315828181
-19.874387727265937,15.356826835076538,-20.439372186984826,15.737325064295012
-7.604356628489936,18.63422659659736,-7.563617554128301,18.645108250565677
-7.00269828614274,18.7949331907251,-7.12143342124429,18.76321831564994
-5.857144059843127,19.100917675838424,-6.049585626493066,19.617748232842942
-53.6146039997201,13.705973490378746,-59.54072856712156,15.085253831215898
-41.61748046265038,15.838801764354915,-45.13049911533223,17.250208827981076
-36.83995557659634,16.68814203538872,-39.61465987297781,17.59636548457873
-34.6863378535326,17.071008541421918,-37.77413571139617,18.355409530208224
-32.66956171275783,17.42954758305419,-34.0942976578998,18.028253302733038
-30.776986316687346,17.766006426951094,-31.39476026179102,17.656179622803275
-27.321207516175832,18.380368920724216,-28.424160934424293,18.95946300428202
-25.739435427182467,18.661573679845617,-27.27863271417177,19.932226313967583
-8.07298547145622,21.802285188727947,-8.19295741109691,22.282044789115396
-7.383577353708386,21.92484699458899,-7.786191941785233,22.86071938137586
-6.719479729067573,22.042909143914855,-7.085478019616664,22.96599279927507
-81.43680925225533,21.275915345799262,-74.58752707225962,19.1203162721302
-63.51862901449151,22.4268615644478,-64.52995855452863,22.361900396825426
-58.773868690836025,22.731633805849604,-62.523394624512605,24.089563129078325
-43.84055342776426,23.690851901987248,-46.394064278955646,24.179020630871623
-40.87050959385038,23.881628011754195,-43.73943928022195,25.61989995441204
-38.1338160564603,24.05741523102887,-44.0695174447337,27.649469063075355
-35.60401153362982,24.21991325877697,-36.67520754218236,24.718993565772823
-33.25848987188741,24.370574165828856,-38.69779181996311,28.356409098088534
-31.07782265423208,24.51064590609418,-35.86293786806377,28.9959481124792
-29.045219790116565,24.64120696471873,-28.39574424816319,25.1789948000088
-27.146096373337823,24.763194180288853,-27.47429774783934,26.749333657668654
-25.36772215946242,24.87742526009951,-25.078545096583735,25.83919324219429
-23.698935843503474,24.984617133079862,-24.89855413255761,26.82289950785042
-22.129910579555702,25.08540101127184,-22.230438509042468,25.972272507133233
-20.65196033209258,25.180334828551082,-21.114142444734433,26.024432022631068
-19.257378997544883,25.2699135744001,-19.16719867970334,25.275706165748044
-17.93930600380659,25.35457792691334,-20.667464642985944,29.344506560583326
-16.691613439271826,25.434721502886568,-17.530634457143613,27.466011440195786
-15.508810792429959,25.51069697671962,-16.422155596341888,27.064994047499702
-11.334794428372758,25.77880837458712,-11.868856404257068,27.195040890753184
-10.411355698205798,25.838124013817,-11.014533485711171,27.21944121983086
-9.529461219759249,25.894771123163288,-9.946451890284258,26.89482925684001
-8.686369140130246,25.94892582124901,-9.528113881426199,27.261894871377276
-7.879573689806647,26.000749062250666,-8.065231442401556,26.634149191237213
-99.99636600482215,39.29338016744504,-110.31240852611629,43.43800242047724
-89.63951187468257,38.41386761299769,-95.05461352014385,40.313382899232806
-80.82439952188327,37.66528103586431,-96.12695363832405,44.96340227987005
-66.62078760957615,36.45909865283564,-78.41193962328647,42.60836530680072
-60.81530506387106,35.96609230946023,-68.26541137570248,40.05657852030713
-55.67576969808257,35.52963874726486,-71.17686094525399,42.912854457245096
-51.09381086412653,35.140535041855145,-58.7368649818915,38.90794414168006
-46.983361834547445,34.79147233608524,-53.67665714001218,38.2979530213182
-43.27520258887514,34.476572408995615,-51.25043442701476,38.99751019107028
-39.913030142697906,34.191053964932145,-46.41559452840946,38.354765753475085
-36.85057981267504,33.93098816900785,-39.25267256571601,36.55918995357637
-34.049483508011036,33.69311677145685,-37.69679585241393,38.89893908965387
-31.477653911521063,33.47471489096404,-36.96305546423628,41.455067585820125
-29.10804982102136,33.27348616644244,-30.444871265058524,36.98198768420711
-26.917721720626798,33.08748170616431,-28.98121924383113,38.28206177943189
-24.88706608239457,32.915036762444664,-25.728939975588098,34.92894924965644
-22.99923701449682,32.75472076832104,-24.19811144051197,35.40116977685738
-21.239677837345347,32.60529755861355,-23.10293188252596,35.91294920424567
-19.595745004675816,32.465693432994605,-18.987361652856347,32.96945553744196
-18.056403806229717,32.33497131481091,-18.176684887446434,33.448850925970184
-16.611980360525088,32.21230969010593,-17.37643167146613,33.92208232689958
-15.253958112834766,32.0969853260612,-14.969790887799164,32.58157840049857
-13.974809791354248,31.98835900057609,-14.080050284642283,33.00470285778401
-12.767857817030395,31.885863648155933,-13.63707148895813,34.5346527515751
-11.627157700489144,31.78899445788338,-12.272416586670326,33.81576587672504
-10.547400127716918,31.697300558454096,-11.036056476406502,33.65140395359995
-485.4436359830722,177.25447178317884,-918.1983593152645,333.98103908079366
-334.85550268055533,133.6515026921341,-1697.5843973673936,677.1160397001441
-252.48611772743632,109.80135150562509,-640.1146579595693,279.7270679627736
-200.54018797175485,94.76034714579019,-396.11149153934616,188.03256003416456
-164.78975573893334,84.408767924686,-288.1909792385078,147.4768639093596
-138.68223764740367,76.8493057052959,-194.90004551732272,108.35920314296222
-118.77981770932203,71.08653687108884,-150.26025027876247,89.22821825735811
-103.10527128127308,66.54795372758596,-128.91555753259598,79.2542723150847
