x_world_start,z_world_start,x_world_end,z_world_end
-12.918705088557878,6.3592570449630115,-12.678897161994936,6.2997237410509515
-12.401169888709946,6.632179665033303,-12.503646988586818,6.578138280787713
-5.9895246500231405,14.48991317504066,-6.0390042502285475,14.34503270966541
-6.701026813570833,16.31591613087571,-6.857933080376522,16.108801695080853
-30.542429448835854,12.507328157142851,-30.665863203710977,12.792955918220233
-53.6146039997201,13.705973490378746,-56.17342830602398,14.402185420423077
-34.6863378535326,17.071008541421918,-35.73681372867421,17.317872793248405
-28.99748126034925,18.082363817630128,-28.994703154265036,17.700677114223776
-27.321207516175832,18.380368920724216,-27.22395420424721,18.027188584115937
-24.24439263870296,18.92735985102412,-23.184675058350624,18.433627451810086
-22.829136376582408,19.178961708873274,-22.555100435155744,19.227679353744943
-6.719479729067573,22.042909143914855,-6.874251634507327,22.255067131429737
-43.84055342776426,23.690851901987248,-45.51161483920626,24.228048909278126
-40.87050959385038,23.881628011754195,-37.918093103829335,21.8575379341748
-38.1338160564603,24.05741523102887,-39.50008260014696,24.56204546816307
-35.60401153362982,24.21991325877697,-41.937217658381314,27.670157209787607
-29.045219790116565,24.64120696471873,-28.39801142813623,24.6827793792728
-27.146096373337823,24.763194180288853,-25.1976590611106,23.97663298128601
-25.36772215946242,24.87742526009951,-24.575944184570798,24.92828387710852
-23.698935843503474,24.984617133079862,-24.470731381581707,26.346862623809432
-19.257378997544883,25.2699135744001,-19.57494270218458,26.096351932942284
-169.28252086429012,45.17721731360599,-215.84988185819208,57.84739251663356
-55.67576969808257,35.52963874726486,-57.659175898968016,35.698071229979
-51.09381086412653,35.140535041855145,-54.16479763505381,36.36566781388946
-46.983361834547445,34.79147233608524,-53.9226132106924,37.324345459806246
-43.27520258887514,34.476572408995615,-48.31251227136965,35.80065780555693
-39.913030142697906,34.191053964932145,-41.891604973441446,34.35907616372784
-36.85057981267504,33.93098816900785,-37.441033169504415,33.98112995276009
-34.049483508011036,33.69311677145685,-34.175934788399566,35.18345423451815
-31.477653911521063,33.47471489096404,-31.879625031105135,34.9344934065348
-29.10804982102136,33.27348616644244,-30.612959217256975,37.00646248297018
-26.917721720626798,33.08748170616431,-27.31520245867983,34.43962880070923
-24.88706608239457,32.915036762444664,-27.10586994348095,37.21967806661333
-22.99923701449682,32.75472076832104,-22.50900834999074,30.447317571266055
-21.239677837345347,32.60529755861355,-20.944233327012565,33.158382087022346
-19.595745004675816,32.465693432994605,-19.30274326402875,32.99990411533636
-18.056403806229717,32.33497131481091,-18.166217328746974,32.890178001816935
-15.253958112834766,32.0969853260612,-15.234219218483915,32.60710768419528
-13.974809791354248,31.98835900057609,-14.336530335594416,33.03250985796917
-11.627157700489144,31.78899445788338,-11.479778026004643,31.77647885494539
-9.52382833081739,31.610378001233595,-9.137994291366804,30.722835308004022
-103.10527128127308,66.54795372758596,-109.98408108523697,68.53972110452045
-90.44075964457106,62.8809296577746,-114.49569434528402,77.06958468969603
