start_x,start_y,end_x,end_y
135,0,135,5
150,0,159,5
135,15,135,20
150,15,157,19
165,15,172,12
180,15,184,7
195,15,198,13
150,30,151,36
165,30,167,28
180,30,180,27
0,90,-1,93
90,90,88,91
120,90,117,91
150,90,147,90
165,90,162,90
180,90,181,91
195,90,197,87
210,90,209,87
315,90,323,88
450,90,450,92
120,105,117,106
150,105,144,105
165,105,160,109
210,105,216,105
225,105,235,104
240,105,246,101
255,105,262,109
270,105,270,106
285,105,288,104
315,105,331,103
330,105,331,104
120,120,117,120
135,120,132,120
150,120,135,119
165,120,156,120
180,120,169,122
195,120,183,124
210,120,204,123
225,120,229,123
240,120,241,122
255,120,270,122
270,120,273,123
285,120,292,117
300,120,313,120
315,120,324,123
330,120,337,118
345,120,348,119
360,120,362,116
390,120,392,121
405,120,409,119
420,120,423,118
435,120,431,121
450,120,447,120
465,120,467,120
150,135,138,140
165,135,156,136
180,135,177,136
195,135,185,136
210,135,199,138
225,135,214,138
240,135,234,139
255,135,250,137
270,135,280,134
285,135,294,138
300,135,308,140
315,135,331,133
330,135,346,132
345,135,364,132
360,135,376,130
375,135,382,132
390,135,402,141
405,135,414,136
420,135,436,138
435,135,440,138
450,135,457,135
465,135,475,135
150,150,143,154
165,150,151,151
180,150,171,151
195,150,177,154
210,150,200,154
225,150,208,151
240,150,212,159
255,150,240,155
270,150,251,155
285,150,277,150
300,150,301,157
315,150,322,149
330,150,358,151
345,150,364,148
360,150,379,145
375,150,378,157
390,150,413,152
405,150,423,148
420,150,430,149
435,150,459,149
450,150,471,150
465,150,493,152
135,165,131,167
150,165,136,169
165,165,148,164
180,165,166,166
195,165,171,164
210,165,184,159
225,165,209,166
240,165,216,173
255,165,242,169
270,165,252,181
285,165,260,165
300,165,292,171
315,165,304,159
330,165,320,159
345,165,356,172
360,165,380,163
375,165,381,181
390,165,401,177
405,165,416,159
420,165,443,161
435,165,468,162
450,165,480,166
465,165,497,167
60,180,57,180
75,180,71,186
90,180,87,186
105,180,104,182
120,180,116,181
135,180,128,178
150,180,133,183
165,180,147,183
180,180,157,185
195,180,176,182
210,180,191,179
225,180,224,183
240,180,220,186
255,180,228,184
270,180,245,185
285,180,258,185
300,180,277,187
315,180,292,192
330,180,327,187
345,180,327,173
360,180,348,184
390,180,395,181
405,180,414,179
420,180,446,173
435,180,464,183
450,180,482,181
465,180,482,174
15,195,16,201
30,195,32,200
45,195,54,196
60,195,58,196
90,195,86,198
105,195,102,192
120,195,115,193
135,195,114,195
150,195,123,194
165,195,146,199
180,195,154,200
195,195,179,194
210,195,196,200
225,195,210,203
240,195,224,204
255,195,225,197
270,195,247,200
285,195,261,201
300,195,276,205
315,195,280,199
330,195,314,208
345,195,322,199
360,195,346,193
375,195,366,196
390,195,383,201
405,195,399,208
420,195,417,197
435,195,431,200
450,195,489,173
465,195,496,184
15,210,13,215
45,210,43,211
60,210,59,212
75,210,72,211
90,210,84,213
105,210,100,211
120,210,108,210
135,210,110,219
150,210,127,213
165,210,144,223
180,210,174,208
195,210,182,210
210,210,186,226
225,210,194,218
240,210,215,217
255,210,242,216
270,210,246,214
285,210,281,208
300,210,280,222
315,210,289,216
330,210,315,207
345,210,327,215
360,210,355,215
375,210,373,213
390,210,387,217
405,210,397,225
420,210,412,220
435,210,419,210
450,210,458,223
465,210,480,219
