start_x,start_y,end_x,end_y
45,0,45,4
120,0,120,3
345,0,346,4
360,0,359,2
15,15,15,22
30,15,27,17
45,15,43,17
90,15,90,18
105,15,105,17
120,15,120,20
345,15,344,17
360,15,358,18
30,30,24,25
45,30,39,26
75,30,73,28
90,30,90,34
135,30,137,31
150,30,153,33
225,30,227,29
330,30,328,32
375,30,374,32
405,30,404,35
15,45,19,51
30,45,23,49
60,45,62,49
90,45,90,50
120,45,119,48
135,45,135,47
195,45,192,46
240,45,244,45
255,45,257,45
315,45,317,45
360,45,359,47
375,45,375,50
390,45,390,47
405,45,404,49
420,45,414,45
0,60,-4,69
30,60,25,56
60,60,58,58
75,60,72,58
90,60,89,63
105,60,105,64
120,60,119,65
165,60,165,62
180,60,181,60
195,60,190,58
225,60,223,63
300,60,302,61
330,60,337,58
345,60,350,60
360,60,358,61
375,60,374,65
390,60,384,52
405,60,359,52
420,60,392,53
435,60,430,59
465,60,461,61
75,75,73,76
90,75,90,80
105,75,104,79
120,75,119,79
135,75,134,78
150,75,148,77
165,75,164,77
225,75,223,77
240,75,238,76
300,75,300,77
345,75,345,77
375,75,374,79
405,75,402,74
420,75,425,75
435,75,441,73
450,75,451,78
465,75,464,80
0,90,0,93
15,90,16,92
30,90,27,90
60,90,62,92
90,90,84,94
105,90,103,95
135,90,133,91
180,90,177,92
195,90,196,93
210,90,212,92
225,90,225,96
240,90,242,92
285,90,282,89
315,90,317,94
330,90,332,92
390,90,389,92
405,90,405,92
420,90,421,88
435,90,436,92
450,90,450,93
465,90,465,94
0,105,0,109
15,105,16,108
105,105,104,110
120,105,115,105
135,105,133,106
165,105,159,108
180,105,182,106
195,105,198,110
210,105,221,111
225,105,235,109
240,105,251,109
255,105,260,106
270,105,277,110
285,105,287,109
300,105,301,109
315,105,329,108
330,105,335,109
345,105,345,107
405,105,405,109
435,105,434,109
450,105,450,110
0,120,3,119
15,120,15,122
30,120,30,124
45,120,44,123
60,120,60,123
120,120,120,122
150,120,135,120
165,120,156,126
180,120,172,122
195,120,185,125
210,120,201,125
225,120,226,129
240,120,242,124
255,120,268,125
270,120,283,130
285,120,291,127
300,120,311,122
315,120,325,119
330,120,341,118
345,120,350,118
360,120,361,122
375,120,377,124
390,120,395,123
405,120,406,122
420,120,425,122
435,120,437,128
450,120,454,124
465,120,462,122
0,135,0,139
15,135,15,139
30,135,30,139
45,135,45,138
90,135,89,139
105,135,104,139
120,135,120,139
135,135,132,136
150,135,139,139
165,135,160,138
180,135,182,133
195,135,187,136
210,135,201,141
225,135,214,146
240,135,232,141
255,135,257,141
270,135,283,141
285,135,300,143
300,135,321,134
315,135,330,134
330,135,353,141
345,135,365,138
360,135,375,133
375,135,380,135
390,135,404,136
405,135,424,134
420,135,447,137
435,135,445,135
450,135,467,137
465,135,478,134
0,150,0,154
15,150,15,154
30,150,37,151
45,150,51,150
60,150,66,149
75,150,81,150
90,150,93,151
120,150,121,150
150,150,144,157
165,150,147,153
180,150,161,152
195,150,181,154
210,150,196,154
225,150,205,157
240,150,223,158
255,150,242,157
270,150,262,160
285,150,276,153
300,150,297,150
315,150,329,152
330,150,360,156
345,150,367,147
360,150,369,151
375,150,377,153
390,150,416,145
405,150,434,147
420,150,436,140
435,150,457,148
450,150,468,153
465,150,487,152
0,165,3,166
30,165,32,166
45,165,52,166
60,165,65,166
75,165,90,163
90,165,90,167
135,165,134,170
150,165,142,167
165,165,155,168
180,165,167,171
195,165,180,172
210,165,195,168
225,165,204,170
240,165,222,170
255,165,246,173
270,165,268,179
285,165,267,171
300,165,281,173
315,165,311,169
330,165,345,173
345,165,360,163
360,165,366,167
375,165,376,167
390,165,399,166
405,165,428,161
420,165,443,159
435,165,465,166
450,165,476,159
465,165,500,170
0,180,4,182
15,180,16,176
30,180,30,183
45,180,47,183
60,180,61,184
75,180,78,187
90,180,92,184
105,180,99,190
135,180,112,192
150,180,140,182
165,180,149,189
180,180,167,182
195,180,189,179
210,180,199,184
225,180,216,189
240,180,229,186
255,180,237,190
270,180,248,186
285,180,263,187
300,180,277,184
315,180,293,191
330,180,309,187
345,180,335,183
360,180,347,182
390,180,400,183
405,180,419,196
420,180,429,185
435,180,446,183
450,180,484,181
465,180,494,180
0,195,2,199
15,195,17,206
30,195,36,205
45,195,45,197
60,195,57,198
75,195,75,201
90,195,65,212
105,195,113,201
135,195,115,207
150,195,131,199
165,195,145,200
180,195,162,195
195,195,183,195
210,195,191,202
225,195,205,202
240,195,227,203
255,195,244,204
270,195,251,202
285,195,263,206
300,195,278,198
315,195,294,209
330,195,310,198
345,195,322,188
360,195,343,192
375,195,374,198
390,195,383,200
405,195,397,205
420,195,416,208
435,195,437,200
450,195,473,198
465,195,484,198
0,210,5,211
15,210,17,215
30,210,28,216
45,210,42,211
60,210,58,214
75,210,71,214
90,210,76,215
105,210,110,212
120,210,120,220
135,210,108,212
150,210,130,215
165,210,133,212
180,210,134,207
195,210,185,209
210,210,182,233
225,210,200,211
240,210,217,218
255,210,245,218
270,210,259,222
285,210,284,212
300,210,289,223
315,210,306,224
330,210,318,218
345,210,329,213
360,210,350,215
375,210,374,218
390,210,390,213
405,210,406,213
420,210,417,222
435,210,428,211
450,210,468,223
465,210,487,230
