start_x,start_y,end_x,end_y
30,0,29,-3
45,0,45,-5
75,0,75,-3
105,0,99,-14
120,0,121,-4
135,0,132,0
150,0,159,0
165,0,167,-1
210,0,210,-5
225,0,221,0
240,0,235,3
255,0,251,-4
330,0,331,-2
345,0,346,-2
390,0,391,3
450,0,454,0
15,15,14,10
30,15,30,7
45,15,43,8
60,15,59,8
75,15,74,9
90,15,89,9
105,15,104,9
120,15,120,11
150,15,159,14
165,15,174,12
180,15,186,8
210,15,209,4
225,15,226,11
255,15,252,14
315,15,314,12
330,15,334,12
390,15,395,24
405,15,399,29
450,15,463,10
15,30,16,35
30,30,32,28
45,30,45,26
60,30,59,22
75,30,76,25
90,30,90,27
120,30,119,20
135,30,136,26
150,30,150,25
165,30,183,38
180,30,181,34
225,30,223,28
240,30,238,26
255,30,254,28
270,30,267,29
300,30,302,30
315,30,313,27
330,30,330,27
345,30,347,27
360,30,358,30
420,30,423,28
435,30,414,26
15,45,30,44
30,45,25,41
45,45,40,41
60,45,61,41
75,45,76,41
90,45,89,38
105,45,103,37
120,45,119,39
135,45,134,39
150,45,149,35
165,45,168,40
180,45,179,39
195,45,194,38
210,45,210,42
225,45,225,43
240,45,238,41
255,45,257,43
300,45,299,41
330,45,330,42
405,45,406,42
420,45,425,35
465,45,460,43
0,60,8,52
15,60,7,52
30,60,25,54
45,60,35,53
75,60,67,56
90,60,88,58
105,60,103,57
120,60,118,54
150,60,151,51
165,60,165,55
180,60,180,56
210,60,207,57
225,60,223,58
255,60,250,58
270,60,268,58
405,60,420,65
420,60,461,64
435,60,442,56
450,60,441,62
465,60,461,62
0,75,-2,69
15,75,11,68
30,75,21,72
45,75,41,70
60,75,59,70
75,75,72,74
90,75,84,70
105,75,104,72
120,75,116,71
135,75,133,71
165,75,163,72
180,75,179,68
195,75,195,72
210,75,209,70
225,75,224,72
240,75,237,74
270,75,268,73
300,75,297,74
330,75,327,74
375,75,372,76
405,75,408,75
420,75,417,76
435,75,434,76
450,75,449,78
465,75,466,77
0,90,-2,83
15,90,11,82
30,90,28,81
45,90,45,82
60,90,57,82
90,90,85,86
105,90,99,85
120,90,114,87
135,90,132,88
150,90,149,87
165,90,163,87
195,90,199,91
210,90,209,87
330,90,327,90
360,90,355,93
375,90,371,92
405,90,405,93
420,90,421,94
435,90,436,94
450,90,448,93
465,90,462,97
0,105,-3,98
15,105,10,99
30,105,30,99
45,105,43,99
60,105,60,100
90,105,88,103
105,105,101,99
120,105,114,106
150,105,145,101
165,105,161,107
180,105,175,104
195,105,198,107
225,105,222,103
240,105,243,107
255,105,259,112
270,105,269,107
285,105,289,107
315,105,313,106
330,105,326,107
360,105,355,111
375,105,371,111
390,105,388,112
405,105,401,104
420,105,420,109
435,105,430,109
450,105,441,110
465,105,463,110
0,120,-11,120
15,120,6,119
30,120,25,114
45,120,45,114
60,120,59,117
75,120,74,117
90,120,87,118
105,120,101,117
120,120,117,118
135,120,131,118
150,120,141,117
165,120,153,121
180,120,165,122
195,120,183,124
210,120,200,121
225,120,217,124
240,120,245,124
255,120,261,124
270,120,270,124
285,120,291,125
300,120,300,122
315,120,316,125
330,120,327,130
345,120,352,128
360,120,365,124
375,120,375,127
390,120,395,124
405,120,406,122
420,120,430,129
435,120,439,130
